IdBundesland,Bundesland,Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,ObjectId,Meldedatum,IdLandkreis,Datenstand,NeuerFall,NeuerTodesfall
15,Sachsen-Anhalt,LK Altmarkkreis Salzwedel,A35-A59,M,2,0,220236,2020-03-16T00:00:00.000Z,15081,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Altmarkkreis Salzwedel,A35-A59,W,1,0,220237,2020-03-23T00:00:00.000Z,15081,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A05-A14,W,1,0,220238,2020-03-16T00:00:00.000Z,15082,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A15-A34,M,1,0,220239,2020-03-11T00:00:00.000Z,15082,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A15-A34,M,1,0,220240,2020-03-12T00:00:00.000Z,15082,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A15-A34,M,1,0,220241,2020-03-19T00:00:00.000Z,15082,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A15-A34,M,1,0,220242,2020-03-23T00:00:00.000Z,15082,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A15-A34,W,1,0,220243,2020-03-16T00:00:00.000Z,15082,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A15-A34,W,1,0,220244,2020-03-23T00:00:00.000Z,15082,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A35-A59,M,2,0,220245,2020-03-16T00:00:00.000Z,15082,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A35-A59,M,1,0,220246,2020-03-19T00:00:00.000Z,15082,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A35-A59,M,1,0,220247,2020-03-20T00:00:00.000Z,15082,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A35-A59,M,3,0,220248,2020-03-23T00:00:00.000Z,15082,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A35-A59,W,2,0,220249,2020-03-23T00:00:00.000Z,15082,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Börde,A15-A34,M,2,0,220250,2020-03-16T00:00:00.000Z,15083,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Börde,A15-A34,M,2,0,220251,2020-03-18T00:00:00.000Z,15083,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Börde,A15-A34,M,3,0,220252,2020-03-23T00:00:00.000Z,15083,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Börde,A15-A34,W,1,0,220253,2020-03-16T00:00:00.000Z,15083,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Börde,A15-A34,W,2,0,220254,2020-03-18T00:00:00.000Z,15083,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Börde,A15-A34,W,3,0,220255,2020-03-20T00:00:00.000Z,15083,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Börde,A15-A34,W,2,0,220256,2020-03-22T00:00:00.000Z,15083,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Börde,A35-A59,M,2,0,220257,2020-03-11T00:00:00.000Z,15083,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Börde,A35-A59,M,5,0,220258,2020-03-16T00:00:00.000Z,15083,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Börde,A35-A59,M,2,0,220259,2020-03-17T00:00:00.000Z,15083,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Börde,A35-A59,M,1,0,220260,2020-03-20T00:00:00.000Z,15083,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Börde,A35-A59,M,3,0,220261,2020-03-22T00:00:00.000Z,15083,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Börde,A35-A59,M,1,0,220262,2020-03-23T00:00:00.000Z,15083,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Börde,A35-A59,W,2,0,220263,2020-03-16T00:00:00.000Z,15083,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Börde,A35-A59,W,1,0,220264,2020-03-17T00:00:00.000Z,15083,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Börde,A35-A59,W,1,0,220265,2020-03-18T00:00:00.000Z,15083,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Börde,A35-A59,W,1,0,220266,2020-03-19T00:00:00.000Z,15083,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Börde,A35-A59,W,1,0,220267,2020-03-22T00:00:00.000Z,15083,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Börde,A35-A59,W,1,0,220268,2020-03-23T00:00:00.000Z,15083,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Börde,A60-A79,M,1,0,220269,2020-03-12T00:00:00.000Z,15083,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Börde,A60-A79,M,1,0,220270,2020-03-22T00:00:00.000Z,15083,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Börde,A60-A79,W,2,0,220271,2020-03-19T00:00:00.000Z,15083,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Börde,A80+,M,1,0,220272,2020-03-17T00:00:00.000Z,15083,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Burgenlandkreis,A05-A14,M,1,0,220273,2020-03-18T00:00:00.000Z,15084,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Burgenlandkreis,A05-A14,M,1,0,220274,2020-03-19T00:00:00.000Z,15084,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Burgenlandkreis,A15-A34,M,1,0,220275,2020-03-16T00:00:00.000Z,15084,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Burgenlandkreis,A15-A34,M,1,0,220276,2020-03-17T00:00:00.000Z,15084,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Burgenlandkreis,A15-A34,W,1,0,220277,2020-03-20T00:00:00.000Z,15084,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Burgenlandkreis,A35-A59,M,1,0,220278,2020-03-13T00:00:00.000Z,15084,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Burgenlandkreis,A35-A59,M,1,0,220279,2020-03-16T00:00:00.000Z,15084,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Burgenlandkreis,A35-A59,M,1,0,220280,2020-03-18T00:00:00.000Z,15084,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Burgenlandkreis,A35-A59,W,1,0,220281,2020-03-16T00:00:00.000Z,15084,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Burgenlandkreis,A35-A59,W,2,0,220282,2020-03-18T00:00:00.000Z,15084,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Burgenlandkreis,A35-A59,W,2,0,220283,2020-03-23T00:00:00.000Z,15084,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Burgenlandkreis,A60-A79,M,1,0,220284,2020-03-16T00:00:00.000Z,15084,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Burgenlandkreis,A60-A79,M,1,0,220285,2020-03-18T00:00:00.000Z,15084,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Burgenlandkreis,A60-A79,M,1,0,220286,2020-03-19T00:00:00.000Z,15084,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Burgenlandkreis,A60-A79,W,1,0,220287,2020-03-10T00:00:00.000Z,15084,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Harz,A15-A34,M,1,0,220288,2020-03-17T00:00:00.000Z,15085,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Harz,A15-A34,M,1,0,220289,2020-03-19T00:00:00.000Z,15085,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Harz,A15-A34,M,2,0,220290,2020-03-23T00:00:00.000Z,15085,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Harz,A15-A34,W,1,0,220291,2020-03-23T00:00:00.000Z,15085,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Harz,A35-A59,M,1,0,220292,2020-03-12T00:00:00.000Z,15085,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Harz,A35-A59,M,3,0,220293,2020-03-17T00:00:00.000Z,15085,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Harz,A35-A59,M,1,0,220294,2020-03-19T00:00:00.000Z,15085,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Harz,A35-A59,M,2,0,220295,2020-03-23T00:00:00.000Z,15085,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Harz,A35-A59,W,1,0,220296,2020-03-12T00:00:00.000Z,15085,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Harz,A35-A59,W,2,0,220297,2020-03-17T00:00:00.000Z,15085,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Harz,A35-A59,W,1,0,220298,2020-03-19T00:00:00.000Z,15085,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Harz,A35-A59,W,1,0,220299,2020-03-19T00:00:00.000Z,15085,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Harz,A35-A59,W,1,0,220300,2020-03-23T00:00:00.000Z,15085,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Harz,A60-A79,M,1,0,220301,2020-03-19T00:00:00.000Z,15085,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Harz,A60-A79,M,1,0,220302,2020-03-19T00:00:00.000Z,15085,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Harz,A80+,W,1,0,220303,2020-03-23T00:00:00.000Z,15085,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Harz,unbekannt,M,1,0,220304,2020-03-23T00:00:00.000Z,15085,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Jerichower Land,A15-A34,M,1,0,220305,2020-03-23T00:00:00.000Z,15086,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Jerichower Land,A35-A59,M,1,0,220306,2020-03-18T00:00:00.000Z,15086,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Jerichower Land,A35-A59,M,1,0,220307,2020-03-20T00:00:00.000Z,15086,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Jerichower Land,A35-A59,M,1,0,220308,2020-03-23T00:00:00.000Z,15086,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Jerichower Land,A35-A59,W,1,0,220309,2020-03-18T00:00:00.000Z,15086,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Jerichower Land,A60-A79,M,1,0,220310,2020-03-13T00:00:00.000Z,15086,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Jerichower Land,A60-A79,M,1,0,220311,2020-03-23T00:00:00.000Z,15086,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Mansfeld-Südharz,A05-A14,W,1,0,220312,2020-03-19T00:00:00.000Z,15087,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Mansfeld-Südharz,A15-A34,M,2,0,220313,2020-03-21T00:00:00.000Z,15087,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Mansfeld-Südharz,A15-A34,W,1,0,220314,2020-03-19T00:00:00.000Z,15087,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Mansfeld-Südharz,A35-A59,M,1,0,220315,2020-03-11T00:00:00.000Z,15087,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Mansfeld-Südharz,A35-A59,M,1,0,220316,2020-03-17T00:00:00.000Z,15087,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Mansfeld-Südharz,A35-A59,M,1,0,220317,2020-03-19T00:00:00.000Z,15087,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Mansfeld-Südharz,A35-A59,M,2,0,220318,2020-03-21T00:00:00.000Z,15087,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Mansfeld-Südharz,A60-A79,M,1,0,220319,2020-03-21T00:00:00.000Z,15087,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Mansfeld-Südharz,A60-A79,W,1,0,220320,2020-03-17T00:00:00.000Z,15087,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Saalekreis,A15-A34,M,1,0,220321,2020-03-17T00:00:00.000Z,15088,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Saalekreis,A15-A34,M,1,0,220322,2020-03-18T00:00:00.000Z,15088,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Saalekreis,A15-A34,M,1,0,220323,2020-03-19T00:00:00.000Z,15088,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Saalekreis,A15-A34,M,1,0,220324,2020-03-20T00:00:00.000Z,15088,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Saalekreis,A15-A34,M,1,0,220325,2020-03-21T00:00:00.000Z,15088,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Saalekreis,A15-A34,W,1,0,220326,2020-03-16T00:00:00.000Z,15088,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Saalekreis,A35-A59,M,1,0,220327,2020-03-16T00:00:00.000Z,15088,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Saalekreis,A35-A59,M,1,0,220328,2020-03-18T00:00:00.000Z,15088,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Saalekreis,A35-A59,M,3,0,220329,2020-03-19T00:00:00.000Z,15088,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Saalekreis,A35-A59,M,1,0,220330,2020-03-20T00:00:00.000Z,15088,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Saalekreis,A35-A59,M,3,0,220331,2020-03-21T00:00:00.000Z,15088,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Saalekreis,A35-A59,W,2,0,220332,2020-03-19T00:00:00.000Z,15088,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Saalekreis,A35-A59,W,1,0,220333,2020-03-21T00:00:00.000Z,15088,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Saalekreis,A60-A79,M,1,0,220334,2020-03-22T00:00:00.000Z,15088,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Saalekreis,A60-A79,W,1,0,220335,2020-03-10T00:00:00.000Z,15088,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Saalekreis,A80+,M,1,0,220336,2020-03-22T00:00:00.000Z,15088,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Saalekreis,A80+,W,1,0,220337,2020-03-23T00:00:00.000Z,15088,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Salzlandkreis,A15-A34,W,2,0,220338,2020-03-19T00:00:00.000Z,15089,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Salzlandkreis,A15-A34,W,1,0,220339,2020-03-20T00:00:00.000Z,15089,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Salzlandkreis,A35-A59,M,1,0,220340,2020-03-10T00:00:00.000Z,15089,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Salzlandkreis,A35-A59,M,1,0,220341,2020-03-12T00:00:00.000Z,15089,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Salzlandkreis,A35-A59,M,1,0,220342,2020-03-13T00:00:00.000Z,15089,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Salzlandkreis,A35-A59,M,1,0,220343,2020-03-19T00:00:00.000Z,15089,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Salzlandkreis,A35-A59,M,2,0,220344,2020-03-20T00:00:00.000Z,15089,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Salzlandkreis,A35-A59,M,1,0,220345,2020-03-23T00:00:00.000Z,15089,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Salzlandkreis,A35-A59,W,1,0,220346,2020-03-11T00:00:00.000Z,15089,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Salzlandkreis,A35-A59,W,1,0,220347,2020-03-19T00:00:00.000Z,15089,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Salzlandkreis,A35-A59,W,2,0,220348,2020-03-21T00:00:00.000Z,15089,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Salzlandkreis,A35-A59,W,2,0,220349,2020-03-23T00:00:00.000Z,15089,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Salzlandkreis,A60-A79,M,2,0,220350,2020-03-11T00:00:00.000Z,15089,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Salzlandkreis,A60-A79,M,1,0,220351,2020-03-20T00:00:00.000Z,15089,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Salzlandkreis,A60-A79,M,1,0,220352,2020-03-23T00:00:00.000Z,15089,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Salzlandkreis,A60-A79,W,2,0,220353,2020-03-11T00:00:00.000Z,15089,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Salzlandkreis,A60-A79,W,1,0,220354,2020-03-19T00:00:00.000Z,15089,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Salzlandkreis,A60-A79,W,2,0,220355,2020-03-20T00:00:00.000Z,15089,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Salzlandkreis,A60-A79,W,2,0,220356,2020-03-23T00:00:00.000Z,15089,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Stendal,A15-A34,M,1,0,220357,2020-03-16T00:00:00.000Z,15090,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Stendal,A15-A34,M,2,0,220358,2020-03-17T00:00:00.000Z,15090,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Stendal,A15-A34,M,1,0,220359,2020-03-20T00:00:00.000Z,15090,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Stendal,A35-A59,M,1,0,220360,2020-03-17T00:00:00.000Z,15090,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Stendal,A35-A59,M,1,0,220361,2020-03-19T00:00:00.000Z,15090,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Stendal,A35-A59,M,1,0,220362,2020-03-20T00:00:00.000Z,15090,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Stendal,A35-A59,W,1,0,220363,2020-03-17T00:00:00.000Z,15090,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Stendal,A35-A59,W,1,0,220364,2020-03-19T00:00:00.000Z,15090,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Stendal,A35-A59,W,1,0,220365,2020-03-20T00:00:00.000Z,15090,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Wittenberg,A15-A34,W,1,0,220366,2020-03-12T00:00:00.000Z,15091,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Wittenberg,A15-A34,W,1,0,220367,2020-03-23T00:00:00.000Z,15091,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Wittenberg,A35-A59,M,1,0,220368,2020-03-17T00:00:00.000Z,15091,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Wittenberg,A35-A59,M,4,0,220369,2020-03-19T00:00:00.000Z,15091,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Wittenberg,A35-A59,M,1,0,220370,2020-03-20T00:00:00.000Z,15091,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Wittenberg,A35-A59,W,1,0,220371,2020-03-12T00:00:00.000Z,15091,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Wittenberg,A35-A59,W,1,0,220372,2020-03-19T00:00:00.000Z,15091,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Wittenberg,A35-A59,W,2,0,220373,2020-03-23T00:00:00.000Z,15091,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Wittenberg,A60-A79,M,1,0,220374,2020-03-19T00:00:00.000Z,15091,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Wittenberg,A60-A79,M,1,0,220375,2020-03-23T00:00:00.000Z,15091,24.03.2020 00:00,1,0
15,Sachsen-Anhalt,LK Wittenberg,A60-A79,W,1,0,220376,2020-03-19T00:00:00.000Z,15091,24.03.2020 00:00,0,0
15,Sachsen-Anhalt,LK Wittenberg,A60-A79,W,1,0,220377,2020-03-23T00:00:00.000Z,15091,24.03.2020 00:00,1,0
14,Sachsen,SK Chemnitz,A00-A04,M,1,0,219729,2020-03-15T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A05-A14,M,1,0,219730,2020-03-20T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A15-A34,M,1,0,219731,2020-03-10T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A15-A34,M,1,0,219732,2020-03-16T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A15-A34,M,2,0,219733,2020-03-19T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A15-A34,M,5,0,219734,2020-03-20T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A15-A34,M,2,0,219735,2020-03-21T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A15-A34,W,1,0,219736,2020-03-10T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A15-A34,W,1,0,219737,2020-03-13T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A15-A34,W,1,0,219738,2020-03-18T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A15-A34,W,2,0,219739,2020-03-20T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A35-A59,M,1,0,219740,2020-03-15T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A35-A59,M,2,0,219741,2020-03-17T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A35-A59,M,5,0,219742,2020-03-18T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A35-A59,M,4,0,219743,2020-03-19T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A35-A59,M,1,0,219744,2020-03-20T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A35-A59,M,3,0,219745,2020-03-21T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A35-A59,M,1,0,219746,2020-03-22T00:00:00.000Z,14511,24.03.2020 00:00,1,0
14,Sachsen,SK Chemnitz,A35-A59,M,1,0,219747,2020-03-23T00:00:00.000Z,14511,24.03.2020 00:00,1,0
14,Sachsen,SK Chemnitz,A35-A59,W,1,0,219748,2020-03-10T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A35-A59,W,1,0,219749,2020-03-13T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A35-A59,W,2,0,219750,2020-03-15T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A35-A59,W,1,0,219751,2020-03-16T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A35-A59,W,3,0,219752,2020-03-19T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A35-A59,W,2,0,219753,2020-03-20T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A35-A59,W,1,0,219754,2020-03-21T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A35-A59,W,1,0,219755,2020-03-22T00:00:00.000Z,14511,24.03.2020 00:00,1,0
14,Sachsen,SK Chemnitz,A60-A79,M,1,0,219756,2020-03-13T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A60-A79,M,1,0,219757,2020-03-21T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A60-A79,W,1,0,219758,2020-03-16T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A60-A79,W,1,0,219759,2020-03-17T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A60-A79,W,1,0,219760,2020-03-20T00:00:00.000Z,14511,24.03.2020 00:00,0,0
14,Sachsen,SK Chemnitz,A60-A79,W,1,0,219761,2020-03-22T00:00:00.000Z,14511,24.03.2020 00:00,1,0
14,Sachsen,LK Erzgebirgskreis,A05-A14,M,1,0,219762,2020-03-19T00:00:00.000Z,14521,24.03.2020 00:00,0,0
14,Sachsen,LK Erzgebirgskreis,A15-A34,M,1,0,219763,2020-03-13T00:00:00.000Z,14521,24.03.2020 00:00,0,0
14,Sachsen,LK Erzgebirgskreis,A15-A34,M,2,0,219764,2020-03-15T00:00:00.000Z,14521,24.03.2020 00:00,0,0
14,Sachsen,LK Erzgebirgskreis,A15-A34,M,1,0,219765,2020-03-19T00:00:00.000Z,14521,24.03.2020 00:00,0,0
14,Sachsen,LK Erzgebirgskreis,A15-A34,M,2,0,219766,2020-03-21T00:00:00.000Z,14521,24.03.2020 00:00,1,0
14,Sachsen,LK Erzgebirgskreis,A15-A34,W,1,0,219767,2020-03-17T00:00:00.000Z,14521,24.03.2020 00:00,0,0
14,Sachsen,LK Erzgebirgskreis,A15-A34,W,1,0,219768,2020-03-18T00:00:00.000Z,14521,24.03.2020 00:00,0,0
14,Sachsen,LK Erzgebirgskreis,A15-A34,W,1,0,219769,2020-03-21T00:00:00.000Z,14521,24.03.2020 00:00,1,0
14,Sachsen,LK Erzgebirgskreis,A35-A59,M,1,0,219770,2020-03-15T00:00:00.000Z,14521,24.03.2020 00:00,0,0
14,Sachsen,LK Erzgebirgskreis,A35-A59,M,2,0,219771,2020-03-18T00:00:00.000Z,14521,24.03.2020 00:00,0,0
14,Sachsen,LK Erzgebirgskreis,A35-A59,M,3,0,219772,2020-03-19T00:00:00.000Z,14521,24.03.2020 00:00,0,0
14,Sachsen,LK Erzgebirgskreis,A35-A59,M,4,0,219773,2020-03-21T00:00:00.000Z,14521,24.03.2020 00:00,1,0
14,Sachsen,LK Erzgebirgskreis,A35-A59,W,1,0,219774,2020-03-13T00:00:00.000Z,14521,24.03.2020 00:00,0,0
14,Sachsen,LK Erzgebirgskreis,A35-A59,W,1,0,219775,2020-03-15T00:00:00.000Z,14521,24.03.2020 00:00,0,0
14,Sachsen,LK Erzgebirgskreis,A35-A59,W,1,0,219776,2020-03-17T00:00:00.000Z,14521,24.03.2020 00:00,0,0
14,Sachsen,LK Erzgebirgskreis,A35-A59,W,2,0,219777,2020-03-18T00:00:00.000Z,14521,24.03.2020 00:00,0,0
14,Sachsen,LK Erzgebirgskreis,A35-A59,W,4,0,219778,2020-03-19T00:00:00.000Z,14521,24.03.2020 00:00,0,0
