city,date,tod_hhmm,diagnosed
Chemnitz,2020-03-17,12:00,16
Chemnitz,2020-03-18,12:00,18
Chemnitz,2020-03-19,12:00,18
Chemnitz,2020-03-20,12:00,31
Chemnitz,2020-03-21,12:00,42
Chemnitz,2020-03-22,12:00,51
Chemnitz,2020-03-23,12:00,55
Chemnitz,2020-03-24,12:00,58
Chemnitz,2020-03-25,12:00,63
Chemnitz,2020-03-26,12:00,71
Chemnitz,2020-03-27,12:00,73
Chemnitz,2020-03-28,12:00,87
Chemnitz,2020-03-29,12:00,96
